"CODE","TYPE","DS","DSL","SEQ_NO","FMG_LOCK","START_DATE","END_DATE","SUB_TYPE","LABEL_CLUSTER_ID"
"2375",INSURANCE_CARRIER,Chartis Specialty Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2376",INSURANCE_CARRIER,Childrens Physicians Services of South Texas,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2377",INSURANCE_CARRIER,Chittenden Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2378",INSURANCE_CARRIER,Christus Provider Network/PPIC,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2379",INSURANCE_CARRIER,Church Mutual Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2380",INSURANCE_CARRIER,Cinco Ranch Medical Associated,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2381",INSURANCE_CARRIER,Clapson Physicians Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2382",INSURANCE_CARRIER,CNA Surety,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2383",INSURANCE_CARRIER,Colemont Ins Brokers of Texas,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2384",INSURANCE_CARRIER,Columbia Lloyds Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2385",INSURANCE_CARRIER,Comaltex Ins Agency Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2386",INSURANCE_CARRIER,Commercial General Liability Coverage,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2387",INSURANCE_CARRIER,Companion Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2388",INSURANCE_CARRIER,Continental Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2389",INSURANCE_CARRIER,Copic Companies,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2390",INSURANCE_CARRIER,CPIC,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2391",INSURANCE_CARRIER,CRC Proassurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2392",INSURANCE_CARRIER,Crump Insurance Services/ Underwriter at Lloyds,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2393",INSURANCE_CARRIER,Cypress Texas Lloyds,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2394",INSURANCE_CARRIER,Dallas National Fire,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2395",INSURANCE_CARRIER,Dallas National Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2396",INSURANCE_CARRIER,Davis Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2397",INSURANCE_CARRIER,Davison Insurance Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2398",INSURANCE_CARRIER,Delta General Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2399",INSURANCE_CARRIER,Depositors Ins,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2400",INSURANCE_CARRIER,Desert Valley Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2401",INSURANCE_CARRIER,Driscoll Valley Physicians Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2402",INSURANCE_CARRIER,Dupre Carrier,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2403",INSURANCE_CARRIER,Echelon Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2404",INSURANCE_CARRIER,El Paso Childrens Hospital Corp,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2405",INSURANCE_CARRIER,El Paso County Hospital District,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2406",INSURANCE_CARRIER,EMASCO,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2407",INSURANCE_CARRIER,Emerald Assurance Cayman Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2408",INSURANCE_CARRIER,Empire Fire and Marine,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2409",INSURANCE_CARRIER,Entrust Professional Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2410",INSURANCE_CARRIER,Essex Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2295",INSURANCE_CARRIER,Brower Insurance Angenct LLC,Brower Insurance Angenct LLC,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2296",INSURANCE_CARRIER,Catholic Healthcare Partners,Catholic Healthcare Partners,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2303",INSURANCE_CARRIER,CHP Insurance Ltd,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2312",INSURANCE_CARRIER,Mountaineer Freedom Risk Retention Group Inc,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2313",INSURANCE_CARRIER,West Virginia Board of Rish and Ins Management,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2318",INSURANCE_CARRIER,Lauterbach & Eilber Inc,Lauterbach & Eilber Inc,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2319",INSURANCE_CARRIER,University of Cincinnati Medical Professional Liabilit,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2320",INSURANCE_CARRIER,Physicians Mutual Insurance,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2322",INSURANCE_CARRIER,Sterling Risk Advisors Inc.,Sterling Risk Advisors Inc.,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2323",INSURANCE_CARRIER,UNITED AGENCIES,UNITED AGENCIES ,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2325",INSURANCE_CARRIER,Sky Ins,Sky Ins,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2326",INSURANCE_CARRIER,National Guardian Rrg Inc,National Guardian Rrg Inc ,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2327",INSURANCE_CARRIER,Columbus Regional Liability Plan,Columbus Regional Liability Plan,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2294",INSURANCE_CARRIER,SOMC Self Insured Trust,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2304",INSURANCE_CARRIER,Pediatric Assurance Company LTD,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2306",INSURANCE_CARRIER,Doctor's Company Insurance,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2307",INSURANCE_CARRIER,Venski Ins. Co. LTd,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2308",INSURANCE_CARRIER,Strategic Risk Solutions Limited,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2309",INSURANCE_CARRIER,Marshfield Clinic Health Care Liability Insurance Plan,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2310",INSURANCE_CARRIER,Ohio State University Medical Center,Ohio State University Medical Center,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2622",INSURANCE_CARRIER,Insurance Company of the Southeast Ltd,Insurance Company of the Southeast Ltd,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2636",INSURANCE_CARRIER,W.R. Berkley Insurance,W.R. Berkley Insurance,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2623",INSURANCE_CARRIER,Rucker Billups and Fowler Inc,Rucker Billups and Fowler Inc,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2624",INSURANCE_CARRIER,APIE,Australian Pensioners Insurance Agency,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2625",INSURANCE_CARRIER,"Archibald & Associates, Inc","Archibald & Associates, Inc",1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2626",INSURANCE_CARRIER,Canopius Group,Canopius Group,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2627",INSURANCE_CARRIER,El Dorado Ins,"El Dorado Insurance Agency, Inc",1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2628",INSURANCE_CARRIER,HCIS,Health Care Insurance Services,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2629",INSURANCE_CARRIER,"HIA, LLC",Hotchkiss Insurance Agency,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2630",INSURANCE_CARRIER,MHI,"McClelland and Hine, Inc",1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2631",INSURANCE_CARRIER,National Interstate Ins Co,National Interstate Insurance Company,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2632",INSURANCE_CARRIER,Physicians Casualty,Physicians Casualty Medical Malpractice Ins,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2633",INSURANCE_CARRIER,SWHP,Scott & White Health Plan,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2634",INSURANCE_CARRIER,Texas All Risk Group Companies,Texas All Risk Group Companies,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2477",INSURANCE_CARRIER,K and B Underwriters,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2478",INSURANCE_CARRIER,Kinsale Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2479",INSURANCE_CARRIER,Lake Street Risk Retention Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2480",INSURANCE_CARRIER,Leicht General Western Heritage,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2481",INSURANCE_CARRIER,Liability Insurance Underwriters,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2482",INSURANCE_CARRIER,Liberty Insurance Underwriters Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2483",INSURANCE_CARRIER,Liberty Lloyds of Texas Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2484",INSURANCE_CARRIER,Liberty Surplus Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2485",INSURANCE_CARRIER,Lone Star Insurance Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2486",INSURANCE_CARRIER,LTC Insurance Group Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2487",INSURANCE_CARRIER,LTC Risk Retention Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2488",INSURANCE_CARRIER,Managed Care Indemnity,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2489",INSURANCE_CARRIER,Max Specialty Ins,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2490",INSURANCE_CARRIER,Maxim Indemnity Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2491",INSURANCE_CARRIER,McNeil Insurance and Risk Services,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2492",INSURANCE_CARRIER,MD Insurance of The Southwest,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2493",INSURANCE_CARRIER,Medical Providers Mutual Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2494",INSURANCE_CARRIER,Medical Related Professionals,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2495",INSURANCE_CARRIER,Mid Continent CAS Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2496",INSURANCE_CARRIER,Milam Felker Ins,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2497",INSURANCE_CARRIER,Montpeller US Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2498",INSURANCE_CARRIER,Moore County Hospital District,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2499",INSURANCE_CARRIER,Mount Vernon Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2500",INSURANCE_CARRIER,MP Mutual Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2501",INSURANCE_CARRIER,MPSA Texas Purchasing Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2502",INSURANCE_CARRIER,Mutual Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2503",INSURANCE_CARRIER,Myron Stevens Insurance Solutions,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2504",INSURANCE_CARRIER,Nacogdoches County Hospital District,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2505",INSURANCE_CARRIER,National Casualty Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2506",INSURANCE_CARRIER,National Fire Insurance of Hartford,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2507",INSURANCE_CARRIER,National Liability and Fire Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2508",INSURANCE_CARRIER,National Lloyds Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2509",INSURANCE_CARRIER,National Nurses Purchasing Group Assn,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2510",INSURANCE_CARRIER,National Professional Purchasing Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2511",INSURANCE_CARRIER,Netherlands Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2512",INSURANCE_CARRIER,Northern Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2513",INSURANCE_CARRIER,Northfield Ins,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2514",INSURANCE_CARRIER,NSO,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2515",INSURANCE_CARRIER,OBE Specialty Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2516",INSURANCE_CARRIER,Oklahoma Surety Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2517",INSURANCE_CARRIER,Omega US Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2518",INSURANCE_CARRIER,PCAT,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2519",INSURANCE_CARRIER,Phoenix Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2520",INSURANCE_CARRIER,Point of Life Indemnity Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2521",INSURANCE_CARRIER,PPGA,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2522",INSURANCE_CARRIER,Praetorian Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2523",INSURANCE_CARRIER,Prime Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2524",INSURANCE_CARRIER,Prime World Home Care Service Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2525",INSURANCE_CARRIER,Proactive Ins Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2526",INSURANCE_CARRIER,Progressive Count Mutual,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2527",INSURANCE_CARRIER,Property Casualty Alliance of Texas,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2528",INSURANCE_CARRIER,Prosource Insurance Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2529",INSURANCE_CARRIER,QBE Specialty Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2530",INSURANCE_CARRIER,Reagen Insurance Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2531",INSURANCE_CARRIER,Republic Lloyds Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2532",INSURANCE_CARRIER,Republic Vanguard Ins,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2533",INSURANCE_CARRIER,Risk Placement Services Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2534",INSURANCE_CARRIER,Rusty Brents,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2535",INSURANCE_CARRIER,Safeguard Insurance Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2536",INSURANCE_CARRIER,Security National Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2537",INSURANCE_CARRIER,Selective Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2538",INSURANCE_CARRIER,Sentinel Insurance Company Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2539",INSURANCE_CARRIER,Service First Insurance Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2540",INSURANCE_CARRIER,Shalem Home Health Care,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2541",INSURANCE_CARRIER,Slaton Ins Agency,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2542",INSURANCE_CARRIER,Smith Reagen Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2543",INSURANCE_CARRIER,SOGO Wealth and Risk Management,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2544",INSURANCE_CARRIER,Solutions Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2545",INSURANCE_CARRIER,Southeast Surplus Underwriters,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2546",INSURANCE_CARRIER,Southern Cross Underwriters,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2547",INSURANCE_CARRIER,Spanish Bay Assurance Co Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2548",INSURANCE_CARRIER,Specialty Ins Mgrs Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2549",INSURANCE_CARRIER,State Dept of Health Services,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2550",INSURANCE_CARRIER,State National Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2551",INSURANCE_CARRIER,State of TX Liability For Employees,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2552",INSURANCE_CARRIER,Surich American Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2553",INSURANCE_CARRIER,TAGA,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2554",INSURANCE_CARRIER,TAIPA,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2555",INSURANCE_CARRIER,TAPCO Underwriters,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2556",INSURANCE_CARRIER,TASB Risk Management Fund,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2557",INSURANCE_CARRIER,TCMIC,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2558",INSURANCE_CARRIER,Team Ability,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2559",INSURANCE_CARRIER,Texas Automobile Insurance Plan,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2560",INSURANCE_CARRIER,Texas Classroom Teachers Assoc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2561",INSURANCE_CARRIER,Texas Farm Bureau,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2562",INSURANCE_CARRIER,Texas Lloyds,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2563",INSURANCE_CARRIER,Texas Municipal League Intergovernmental Risk Pool,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2564",INSURANCE_CARRIER,Texas Political Subdivision,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2565",INSURANCE_CARRIER,Texas Purchasing Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2566",INSURANCE_CARRIER,Texas Risk Council Management Fund,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2567",INSURANCE_CARRIER,Texas Specialty Underwriters Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2568",INSURANCE_CARRIER,Texas Tech Physicians,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2569",INSURANCE_CARRIER,Texas Tech Professional Liability Insurance Plan,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2570",INSURANCE_CARRIER,Texas Tech University Health System,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2571",INSURANCE_CARRIER,The Colony Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2572",INSURANCE_CARRIER,The Hanover,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2573",INSURANCE_CARRIER,The Health Professionals Insurance Company Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2574",INSURANCE_CARRIER,The Methodist Hospital Trust,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2575",INSURANCE_CARRIER,The Solutions Group,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2576",INSURANCE_CARRIER,Thompson Insurance Enterprises,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2577",INSURANCE_CARRIER,Tort HRSA,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2578",INSURANCE_CARRIER,Track Insurance Exchange,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2579",INSURANCE_CARRIER,Tradewinds Ins Management,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2580",INSURANCE_CARRIER,Transportation Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2581",INSURANCE_CARRIER,Trust Risk Management Services,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2582",INSURANCE_CARRIER,TTCA,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2583",INSURANCE_CARRIER,Twin City Fire Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2584",INSURANCE_CARRIER,TX Assoc Insurers,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2585",INSURANCE_CARRIER,TX Auto Western World Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2586",INSURANCE_CARRIER,TX Municipal League,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2587",INSURANCE_CARRIER,TX Tech University Physicians,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2588",INSURANCE_CARRIER,Ullico Casualty Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2589",INSURANCE_CARRIER,Underwriter at Lloyds of London,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2590",INSURANCE_CARRIER,United Fire Lloyds,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2591",INSURANCE_CARRIER,United Specialty Insurance Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2592",INSURANCE_CARRIER,Upshaw,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2593",INSURANCE_CARRIER,Utica Mutual Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2594",INSURANCE_CARRIER,Utica National Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2595",INSURANCE_CARRIER,Vanston Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2596",INSURANCE_CARRIER,VGM,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2597",INSURANCE_CARRIER,Volunteer Insurance Ltd,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2598",INSURANCE_CARRIER,Voyager Indemnity Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2599",INSURANCE_CARRIER,Wausau Underwriters Ins Co,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2600",INSURANCE_CARRIER,Western World Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2601",INSURANCE_CARRIER,West Insurance,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2602",INSURANCE_CARRIER,Wilsire Insurance Company,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2603",INSURANCE_CARRIER,XS Group Inc,,1,N,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2620",INSURANCE_CARRIER,Senn Dunn Insurance,Senn Dunn Insurance,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2635",INSURANCE_CARRIER,Aultman Self Insurance Program,Aultman Self Insurance Program ,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2637",INSURANCE_CARRIER,Risk Management Services,,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"3287",INSURANCE_CARRIER,"Myers, Reese, Smith & Chester, Inc.","Myers, Reese, Smith & Chester, Inc.",1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"2618",INSURANCE_CARRIER,Mayo Insurance Company,Mayo Insurance Company ,1,N,2000-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
